imgIdx,id.x,duration.x,behavior.x,subject.x,time.x,id.y,duration.y,behavior.y,subject.y,time.y
3151,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.033333333333,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.033333333333
3152,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.066666666667,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.066666666667
3153,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.1,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.1
3154,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.133333333333,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.133333333333
3155,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.166666666667,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.166666666667
3156,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.2,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.2
3157,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.233333333333,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.233333333333
3158,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.266666666667,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.266666666667
3159,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.3,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.3
3160,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.333333333333,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.333333333333
3161,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.366666666667,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.366666666667
3162,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.4,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.4
3163,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.433333333333,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.433333333333
3164,0908-第3组-S1S2-前测-讨论-A_lzy,943.866667,1,S1,105.466666666667,0908-第3组-S1S2-前测-讨论A,942.902,1,S1,105.466666666667
